Player,Position,General_Position,Games_Played,Games_Started,Games_Missed,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,REB,AST,STL,BLK,TOV,PTS,Season
David Nwaba,SF,F,30,9,17,22.62,3.5,7.2,0.488,0.6,2.1,0.27,1.6,2.3,0.691,3.9,1.0,1.0,0.7,0.6,9.2,2020-2021
Jordan Nwora,SF,F,16,1,31,8.49,1.6,3.9,0.403,0.8,1.6,0.48,0.8,1.1,0.765,1.8,0.2,0.4,0.2,0.9,4.7,2020-2021
Royce O'Neale,SF,F,47,47,0,32.0,2.6,5.6,0.458,1.7,4.0,0.413,0.6,0.7,0.853,6.7,2.5,0.8,0.5,1.2,7.4,2020-2021
Semi Ojeleye,PF,F,40,9,8,19.13,1.8,4.4,0.408,1.2,3.1,0.392,0.6,0.8,0.733,2.9,0.8,0.3,0.0,0.4,5.3,2020-2021
Jahlil Okafor,C,C,12,0,36,9.97,2.1,3.5,0.595,0.0,0.2,0.0,0.1,0.2,0.5,2.2,0.2,0.2,0.2,0.3,4.2,2020-2021
Chuma Okeke,PF,F,32,6,16,23.01,2.3,5.4,0.428,1.1,2.7,0.4,0.5,0.7,0.727,3.9,2.0,0.8,0.4,0.8,6.2,2020-2021
Josh Okogie,SG,G,36,21,12,19.8,1.5,4.4,0.35,0.4,1.8,0.227,1.3,1.6,0.814,2.6,1.2,0.9,0.4,0.7,4.8,2020-2021
Onyeka Okongwu,C,C,26,1,22,8.97,1.2,2.0,0.604,0.0,0.0,0.0,0.5,0.8,0.571,2.3,0.2,0.3,0.5,0.4,2.9,2020-2021
Isaac Okoro,SG,G,43,43,5,31.93,2.9,7.0,0.413,0.8,2.8,0.283,1.2,1.7,0.68,2.8,1.8,1.0,0.4,1.5,7.8,2020-2021
KZ Okpala,PF,F,25,9,24,12.88,1.1,2.6,0.409,0.4,1.5,0.297,0.1,0.2,0.333,2.0,0.4,0.2,0.3,0.5,2.7,2020-2021
Victor Oladipo,SG,G,30,30,19,33.06,7.4,18.0,0.409,2.5,7.5,0.327,3.1,4.2,0.752,5.0,4.7,1.4,0.4,2.4,20.3,2020-2021
Kelly Olynyk,C,C,46,40,3,26.97,4.0,8.9,0.446,1.8,5.6,0.316,0.9,1.1,0.824,6.0,2.2,1.0,0.7,1.3,10.6,2020-2021
Miye Oni,SG,G,33,0,14,8.33,0.7,1.8,0.373,0.6,1.6,0.385,0.2,0.2,0.833,1.7,0.3,0.2,0.2,0.2,2.1,2020-2021
Cedi Osman,SF,F,45,17,3,24.92,3.5,9.8,0.354,1.7,5.6,0.307,1.2,1.6,0.746,3.4,2.6,1.0,0.2,1.0,9.9,2020-2021
Daniel Oturu,C,C,17,0,33,4.3,0.7,1.4,0.522,0.0,0.1,0.0,0.1,0.2,0.5,1.2,0.4,0.1,0.2,0.3,1.5,2020-2021
Kelly Oubre Jr.,SF,F,46,46,2,30.71,5.7,13.1,0.435,1.5,5.1,0.3,2.1,3.1,0.688,5.9,1.4,1.0,0.8,1.2,15.1,2020-2021
Jabari Parker,PF,F,3,0,41,9.08,1.3,2.3,0.571,0.0,0.3,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.3,1.0,2.7,2020-2021
Eric Paschall,PF,F,38,2,10,17.2,3.7,7.5,0.496,0.4,1.3,0.32,1.6,2.3,0.713,3.1,1.3,0.3,0.2,1.0,9.5,2020-2021
Anzejs Pasecniks,C,C,1,0,10,6.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2020-2021
Patrick Patterson,PF,F,21,2,29,13.25,1.7,3.6,0.474,1.0,2.5,0.396,0.3,0.4,0.75,1.7,0.6,0.4,0.2,0.4,4.7,2020-2021
Justin Patton,C,C,13,6,6,18.98,2.2,5.4,0.414,0.7,2.6,0.265,0.2,0.3,0.75,3.8,1.1,0.9,1.1,0.3,5.4,2020-2021
Chris Paul,PG,G,46,46,1,31.91,6.0,12.5,0.483,1.3,3.6,0.359,2.6,2.8,0.93,4.7,8.7,1.4,0.2,2.3,15.9,2020-2021
Cameron Payne,PG,G,36,0,11,16.89,2.6,5.4,0.472,1.0,2.4,0.398,0.7,0.8,0.897,2.2,3.6,0.6,0.2,1.0,6.8,2020-2021
Elfrid Payton,PG,G,39,39,9,27.17,5.0,11.5,0.438,0.5,1.8,0.254,1.6,2.3,0.719,3.8,3.5,0.8,0.2,1.8,12.2,2020-2021
Norvel Pelle,C,C,4,0,10,7.88,0.8,2.0,0.375,0.0,0.0,0.0,0.8,1.0,0.75,2.0,0.2,0.0,0.8,0.8,2.2,2020-2021
Reggie Perry,PF,F,16,0,33,11.2,1.7,4.0,0.422,0.2,1.1,0.222,0.5,0.7,0.727,3.8,0.8,0.2,0.4,0.8,4.1,2020-2021
Theo Pinson,SG,G,13,0,35,2.16,0.1,0.6,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.2,2020-2021
Mason Plumlee,C,C,46,46,2,27.57,4.2,7.0,0.603,0.0,0.2,0.0,2.1,3.2,0.655,9.3,3.6,0.8,0.9,2.0,10.5,2020-2021
Jakob Poeltl,C,C,46,28,0,25.23,3.6,5.7,0.631,0.0,0.0,0.0,0.7,1.8,0.39,8.0,1.8,0.6,1.6,1.2,7.9,2020-2021
Vincent Poirier,C,C,10,0,35,3.91,0.3,1.2,0.25,0.0,0.1,0.0,0.2,0.6,0.333,1.3,0.2,0.0,0.3,0.3,0.8,2020-2021
Aleksej Pokusevski,PF,F,27,10,20,22.62,2.3,7.6,0.307,1.0,4.1,0.234,0.6,0.7,0.895,4.7,1.8,0.4,1.0,1.6,6.3,2020-2021
Jordan Poole,SG,G,27,5,21,17.03,3.7,8.0,0.465,1.7,4.6,0.379,1.7,1.9,0.922,1.6,1.6,0.4,0.1,0.8,11.0,2020-2021
Jontay Porter,PF,F,2,0,43,4.89,1.0,2.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,3.5,0.5,1.0,0.0,1.0,2.5,2020-2021
Kevin Porter Jr.,SG,G,10,7,38,30.22,6.5,14.6,0.445,1.4,6.1,0.23,1.5,2.6,0.577,2.8,5.8,0.9,0.5,2.8,15.9,2020-2021
Michael Porter Jr.,SF,F,38,31,10,29.87,6.3,11.8,0.536,2.5,5.5,0.45,1.5,2.1,0.744,7.4,1.0,0.7,0.9,1.1,16.6,2020-2021
Otto Porter,SF,F,28,6,19,21.67,3.5,8.1,0.432,1.4,3.7,0.375,1.3,1.5,0.857,5.4,2.0,0.6,0.1,0.9,9.7,2020-2021
Bobby Portis,C,C,43,2,4,20.99,4.6,8.6,0.538,1.1,2.4,0.48,0.7,0.9,0.737,6.8,1.1,0.8,0.4,0.8,11.0,2020-2021
Kristaps Porzingis,C,C,30,30,16,30.5,7.7,16.0,0.478,2.3,6.3,0.367,2.7,3.3,0.828,8.9,1.6,0.5,1.6,1.3,20.4,2020-2021
Dwight Powell,C,C,32,8,14,14.62,1.4,2.9,0.489,0.1,0.5,0.235,1.6,2.1,0.773,3.4,0.8,0.5,0.3,0.6,4.6,2020-2021
Norman Powell,SG,G,45,34,3,30.53,6.6,13.2,0.499,2.8,6.2,0.445,3.4,4.0,0.85,3.0,1.8,1.2,0.2,1.8,19.4,2020-2021
Taurean Prince,PF,F,31,10,18,21.26,2.7,7.3,0.367,1.3,3.5,0.376,1.5,1.7,0.852,3.5,1.7,0.6,0.6,1.1,8.2,2020-2021
Payton Pritchard,SG,G,42,1,6,19.62,2.7,5.9,0.46,1.4,3.3,0.42,0.5,0.6,0.875,2.2,2.0,0.5,0.2,0.9,7.3,2020-2021
Immanuel Quickley,PG,G,43,3,5,19.88,3.9,10.1,0.387,1.9,5.2,0.372,2.8,3.1,0.888,2.3,2.3,0.5,0.2,1.0,12.5,2020-2021
Jahmi'us Ramsey,SG,G,5,0,43,3.36,0.6,1.0,0.6,0.2,0.6,0.333,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.2,1.4,2020-2021
Chasson Randle,PG,G,19,4,1,21.65,2.1,5.3,0.39,1.2,3.1,0.379,0.8,0.9,0.833,2.2,2.4,0.5,0.1,1.1,6.1,2020-2021
Julius Randle,PF,F,47,47,1,37.08,8.3,17.6,0.47,2.0,4.8,0.419,4.5,5.7,0.788,10.8,5.8,0.9,0.2,3.3,23.1,2020-2021
Cam Reddish,SF,F,26,21,22,28.86,3.7,10.1,0.365,1.3,4.8,0.262,2.6,3.2,0.817,4.0,1.3,1.3,0.3,1.3,11.2,2020-2021
J.J. Redick,SG,G,31,0,16,18.6,2.8,6.9,0.407,1.6,4.5,0.364,1.5,1.5,0.957,1.7,1.3,0.3,0.1,0.8,8.7,2020-2021
